id,atom_id,atom_type,charge
d33,d33_15,c,29
d33,d33_16,h,3
d33,d33_17,h,3
d33,d33_18,h,3
d33,d33_19,c,10
d33,d33_20,h,3
d33,d33_21,h,3
d33,d33_22,n,38
d33,d33_23,o,40
d33,d33_24,o,40
d33,d33_25,n,32
d33,d33_26,c,14
d33,d33_27,c,232
d33,d33_28,f,92
d33,d33_29,f,92
d33,d33_30,f,92
d33,d33_31,h,1
d33,d33_32,o,40
d34,d34_1,c,22
d34,d34_2,c,22
d34,d34_3,c,27
d34,d34_4,c,27
d34,d34_5,c,22
d34,d34_6,c,22
d34,d34_7,h,3
d34,d34_8,h,3
d34,d34_9,h,3
d34,d34_10,h,3
d34,d34_11,c,22
d34,d34_12,c,22
d34,d34_13,c,22
d34,d34_14,c,22
d34,d34_15,h,3
d34,d34_16,h,3
d34,d34_17,h,3
d34,d34_18,n,38
d34,d34_19,o,40
d34,d34_20,o,40
d35,d35_1,c,22
d35,d35_2,c,22
d35,d35_3,c,22
d35,d35_4,c,29
d35,d35_5,c,22
d35,d35_6,c,22
d35,d35_7,h,3
d35,d35_8,h,3
d35,d35_9,h,3
d35,d35_10,c,22
d35,d35_11,c,22
d35,d35_12,c,22
d35,d35_13,c,22
d35,d35_14,c,22
d35,d35_15,c,29
d35,d35_16,h,3
d35,d35_17,h,3
d35,d35_18,h,3
d35,d35_19,c,10
d35,d35_20,h,3
d35,d35_21,h,3
d35,d35_22,n,38
d35,d35_23,n,32
d35,d35_24,o,40
d35,d35_25,o,40
d35,d35_26,h,1
d35,d35_27,h,1
d36,d36_1,c,22
d36,d36_2,c,22
d36,d36_3,c,27
d36,d36_4,c,27
d36,d36_5,c,22
d36,d36_6,c,22
d36,d36_7,h,3
d36,d36_8,h,3
d36,d36_9,h,3
d36,d36_10,h,3
d36,d36_11,c,22
d36,d36_12,c,22
d36,d36_13,c,22
d36,d36_14,c,22
d36,d36_15,h,3
d36,d36_16,h,3
d36,d36_17,c,10
d36,d36_18,h,3
d36,d36_19,h,3
d36,d36_20,h,3
d36,d36_21,n,38
d36,d36_22,o,40
d36,d36_23,o,40
d37,d37_1,c,22
d37,d37_2,c,22
d37,d37_3,c,22
d37,d37_4,c,22
d37,d37_5,c,22
d37,d37_6,c,22
d37,d37_7,h,3
d37,d37_8,h,3
d37,d37_9,h,3
d37,d37_10,h,3
d37,d37_11,c,10
d37,d37_12,c,10
d37,d37_13,h,3
d37,d37_14,h,3
d37,d37_15,c,22
d37,d37_16,h,3
d37,d37_17,h,3
d37,d37_18,c,22
d37,d37_19,c,22
d37,d37_20,c,22
d37,d37_21,c,22
d37,d37_22,c,22
d37,d37_23,h,3
d37,d37_24,h,3
d37,d37_25,h,3
d37,d37_26,h,3
d37,d37_27,h,3
d37,d37_28,n,38
d37,d37_29,o,40
d37,d37_30,o,40
d38,d38_1,c,22
d38,d38_2,c,22
d38,d38_3,c,22
d38,d38_4,c,29
d38,d38_5,c,22
d38,d38_6,c,22
d38,d38_7,h,3
d38,d38_8,h,3
d38,d38_9,h,3
d38,d38_10,h,3
d38,d38_11,h,3
d38,d38_12,c,29
d38,d38_13,c,22
d38,d38_14,c,22
d38,d38_15,c,22
d38,d38_16,c,22
d38,d38_17,c,22
d38,d38_18,h,3
d38,d38_19,h,3
d38,d38_20,h,3
d38,d38_21,h,3
d38,d38_22,n,38
d38,d38_23,o,40
d38,d38_24,o,40
d39,d39_1,c,22
d39,d39_2,c,22
d39,d39_3,c,27
d39,d39_4,c,27
d39,d39_5,c,22
d39,d39_6,c,22
d39,d39_7,h,3
d39,d39_8,h,3
d39,d39_9,n,35
d39,d39_10,c,22
d39,d39_11,c,22
d39,d39_12,c,22
d39,d39_13,h,3
d39,d39_14,h,3
d39,d39_15,h,3
d39,d39_16,n,38
d39,d39_17,o,40
d39,d39_18,o,40
d39,d39_19,o,50
d39,d39_20,c,10
d39,d39_21,h,3
d39,d39_22,h,3
d39,d39_23,h,3
d4,d4_1,c,22
d4,d4_2,c,22
d4,d4_3,c,27
d4,d4_4,c,27
d4,d4_5,c,28
d4,d4_6,c,22
d4,d4_7,c,22
d4,d4_8,c,22
d4,d4_9,c,22
d4,d4_10,c,29
d4,d4_11,c,22
d4,d4_12,c,29
d4,d4_13,c,28
d4,d4_14,c,22
d4,d4_15,c,22
d4,d4_16,c,22
d4,d4_17,n,38
d4,d4_18,o,40
d4,d4_19,o,40
d4,d4_20,h,3
d4,d4_21,h,3
d4,d4_22,h,3
d4,d4_23,h,3
d4,d4_24,h,3
d4,d4_25,h,3
d4,d4_26,h,3
d4,d4_27,h,3
d4,d4_28,h,3
d41,d41_1,c,22
d41,d41_2,c,22
d41,d41_3,c,22
d41,d41_4,c,29
d41,d41_5,c,22
d41,d41_6,c,22
d41,d41_7,h,3
d41,d41_8,h,3
d41,d41_9,h,3
d41,d41_10,c,22
d41,d41_11,c,22
d41,d41_12,c,22
d41,d41_13,c,22
d41,d41_14,c,22
d41,d41_15,c,29
d41,d41_16,h,3
d41,d41_17,h,3
d41,d41_18,h,3
d41,d41_19,c,10
d41,d41_20,h,3
d41,d41_21,h,3
d41,d41_22,br,94
d41,d41_23,n,38
d41,d41_24,o,40
d41,d41_25,o,40
d42,d42_1,c,22
d42,d42_2,c,22
d42,d42_3,c,26
d42,d42_4,c,26
d42,d42_5,c,22
d42,d42_6,c,22
d42,d42_7,n,34
d42,d42_8,n,34
d42,d42_9,c,21
d42,d42_10,c,10
d42,d42_11,n,38
d42,d42_12,o,40
d42,d42_13,o,40
d42,d42_14,h,3
d42,d42_15,h,3
d42,d42_16,h,3
d42,d42_17,h,3
d42,d42_18,h,3
d42,d42_19,h,3
d42,d42_20,h,3
d42,d42_21,h,1
d43,d43_1,c,22
d43,d43_2,c,22
d43,d43_3,c,27
d43,d43_4,c,27
d43,d43_5,c,28
d43,d43_6,c,22
d43,d43_7,h,3
d43,d43_8,h,3
d43,d43_9,h,3
d43,d43_10,c,22
d43,d43_11,c,22
d43,d43_12,c,22
d43,d43_13,c,29
d43,d43_14,h,3
d43,d43_15,h,3
d43,d43_16,c,28
d43,d43_17,c,28
d43,d43_18,c,22
d43,d43_19,c,22
d43,d43_20,c,22
d43,d43_21,c,22
d43,d43_22,h,3
d43,d43_23,h,3
d43,d43_24,h,3
d43,d43_25,n,38
d43,d43_26,o,40
d43,d43_27,o,40
d43,d43_28,h,3
d45,d45_1,c,22
d45,d45_2,c,22
d45,d45_3,c,22
d45,d45_4,c,22
d45,d45_5,c,22
d45,d45_6,c,22
d45,d45_7,h,3
d45,d45_8,h,3
d45,d45_9,h,3
d45,d45_10,h,3
d45,d45_11,n,38
d45,d45_12,n,38
d45,d45_13,o,40
d45,d45_14,o,40
d45,d45_15,o,40
d45,d45_16,o,40
d46,d46_1,c,10
d46,d46_2,c,10
d46,d46_3,c,22
d46,d46_4,c,22
d46,d46_5,c,10
d46,d46_6,c,10
d46,d46_7,c,22
d46,d46_8,c,27
d46,d46_9,c,27
d46,d46_10,c,27
d46,d46_11,c,22
d46,d46_12,c,22
d46,d46_13,c,27
d46,d46_14,c,27
d46,d46_15,c,27
d46,d46_16,c,22
d46,d46_17,c,22
d46,d46_18,c,22
d46,d46_19,c,22
d46,d46_20,c,22
d46,d46_21,n,38
d46,d46_22,o,40
d46,d46_23,o,40
d46,d46_24,h,3
d46,d46_25,h,3
d46,d46_26,h,3
d46,d46_27,h,3
d46,d46_28,h,3
d46,d46_29,h,3
d46,d46_30,h,3
d46,d46_31,h,3
d46,d46_32,h,3
d46,d46_33,h,3
d46,d46_34,h,3
d46,d46_35,h,3
d46,d46_36,h,3
d46,d46_37,h,3
d46,d46_38,h,3
d47,d47_1,c,22
d47,d47_2,c,22
d47,d47_3,c,22
d47,d47_4,c,29
d47,d47_5,c,22
d47,d47_6,c,22
d47,d47_7,c,10
d47,d47_8,c,10
d47,d47_9,c,22
d47,d47_10,c,29
d47,d47_11,c,22
d47,d47_12,c,10
d47,d47_13,c,10
d47,d47_14,c,22
d47,d47_15,c,22
d47,d47_16,c,22
d47,d47_17,n,38
d47,d47_18,n,38
d47,d47_19,o,40
d47,d47_20,o,40
d47,d47_21,o,40
d47,d47_22,o,40
d47,d47_23,h,3
d47,d47_24,h,3
d47,d47_25,h,3
d47,d47_26,h,3
d47,d47_27,h,3
d47,d47_28,h,3
d47,d47_29,h,3
d47,d47_30,h,3
d47,d47_31,h,3
d47,d47_32,h,3
d47,d47_33,h,3
d47,d47_34,h,3
d48,d48_1,c,22
d48,d48_2,c,22
d48,d48_3,c,27
d48,d48_4,c,27
d48,d48_5,c,22
d48,d48_6,c,22
d48,d48_7,h,3
d48,d48_8,h,3
d48,d48_9,h,3
d48,d48_10,h,3
d48,d48_11,c,22
d48,d48_12,c,27
d48,d48_13,c,27
d48,d48_14,c,22
d48,d48_15,h,3
d48,d48_16,h,3
d48,d48_17,c,22
d48,d48_18,c,22
d48,d48_19,c,22
d48,d48_20,c,22
d48,d48_21,h,3
d48,d48_22,h,3
d48,d48_23,h,3
d48,d48_24,n,38
d48,d48_25,o,40
d48,d48_26,o,40
d49,d49_1,c,22
d49,d49_2,c,22
d49,d49_3,c,22
d49,d49_4,c,22
d49,d49_5,c,22
d49,d49_6,c,22
d49,d49_7,h,3
d49,d49_8,h,3
d49,d49_9,h,3
d49,d49_10,c,22
d49,d49_11,c,22
d49,d49_12,c,22
d49,d49_13,c,22
d49,d49_14,c,22
d49,d49_15,c,22
d49,d49_16,h,3
d49,d49_17,h,3
d49,d49_18,h,3
d49,d49_19,n,32
d49,d49_20,n,32
d49,d49_21,h,1
d49,d49_22,h,1
d49,d49_23,n,38
d49,d49_24,n,38
d49,d49_25,o,40
d49,d49_26,o,40
d49,d49_27,o,40
d49,d49_28,o,40
d5,d5_1,c,22
d5,d5_2,c,22
d5,d5_3,c,22
d5,d5_4,c,22
d5,d5_5,c,22
d5,d5_6,c,22
d5,d5_7,h,3
d5,d5_8,h,3
d5,d5_9,h,3
d5,d5_10,n,38
d5,d5_11,f,92
d5,d5_12,f,92
d5,d5_13,o,40
d5,d5_14,o,40
d50,d50_1,c,22
d50,d50_2,c,22
d50,d50_3,c,27
d50,d50_4,c,27
d50,d50_5,c,22
d50,d50_6,c,22
d50,d50_7,h,3
d50,d50_8,h,3
d50,d50_9,h,3
d50,d50_10,c,22
d50,d50_11,c,22
d50,d50_12,c,22
d50,d50_13,c,22
d50,d50_14,h,3
d50,d50_15,h,3
d50,d50_16,h,3
d50,d50_17,n,38
d50,d50_18,n,38
d50,d50_19,o,40
d50,d50_20,o,40
d50,d50_21,o,40
d50,d50_22,o,40
d52,d52_1,c,22
d52,d52_2,c,22
d52,d52_3,c,27
d52,d52_4,c,27
d52,d52_5,c,27
d52,d52_6,c,22
d52,d52_7,c,22
d52,d52_8,c,22
d52,d52_9,c,27
d52,d52_10,c,27
d52,d52_11,c,27
d52,d52_12,c,22
d52,d52_13,c,22
d52,d52_14,c,22
d52,d52_15,c,22
d52,d52_16,c,22
d52,d52_17,c,10
d52,d52_18,c,10
d52,d52_19,c,10
d52,d52_20,c,10
d52,d52_21,n,38
d52,d52_22,o,40
d52,d52_23,o,40
d52,d52_24,n,38
d52,d52_25,o,40
d52,d52_26,o,40
d52,d52_27,h,3
d52,d52_28,h,3
d52,d52_29,h,3
d52,d52_30,h,3
d52,d52_31,h,3
d52,d52_32,h,3
d52,d52_33,h,3
d52,d52_34,h,3
d52,d52_35,h,3
d52,d52_36,h,3
d52,d52_37,h,3
d52,d52_38,h,3
d52,d52_39,h,3
d52,d52_40,h,3
d53,d53_1,c,22
d53,d53_2,c,22
d53,d53_3,c,22
d53,d53_4,c,29
d53,d53_5,c,22
d53,d53_6,c,22
d53,d53_7,h,3
d53,d53_8,h,3
d53,d53_9,h,3
d53,d53_10,c,22
d53,d53_11,c,22
d53,d53_12,c,22
d53,d53_13,c,22
d53,d53_14,c,22
d53,d53_15,c,29
d53,d53_16,h,3
d53,d53_17,h,3
d53,d53_18,h,3
d53,d53_19,c,10
d53,d53_20,h,3
d53,d53_21,h,3
d53,d53_22,n,38
d53,d53_23,n,38
d53,d53_24,o,40
d53,d53_25,o,40
d53,d53_26,o,40
d53,d53_27,o,40
d54,d54_1,c,22
d54,d54_2,c,22
d54,d54_3,c,22
d54,d54_4,c,22
d54,d54_5,c,22
d54,d54_6,c,22
d54,d54_7,h,3
d54,d54_8,h,3
d54,d54_9,h,3
d54,d54_10,c,22
d54,d54_11,c,22
d54,d54_12,c,22
d54,d54_13,c,22
d54,d54_14,c,22
d54,d54_15,c,22
d54,d54_16,h,3
d54,d54_17,h,3
d54,d54_18,o,50
d54,d54_19,o,50
d54,d54_20,n,38
d54,d54_21,o,40
d54,d54_22,o,40
d54,d54_23,cl,93
d54,d54_24,cl,93
d55,d55_1,c,22
d55,d55_2,c,22
d55,d55_3,c,27
d55,d55_4,c,27
d55,d55_5,c,22
d55,d55_6,c,22
d55,d55_7,h,3
d55,d55_8,h,3
d55,d55_9,h,3
d55,d55_10,h,3
d55,d55_11,c,22
d55,d55_12,c,22
d55,d55_13,c,22
d55,d55_14,c,22
d55,d55_15,h,3
d55,d55_16,h,3
d55,d55_17,c,10
d55,d55_18,h,3
d55,d55_19,h,3
d55,d55_20,h,3
d55,d55_21,n,38
d55,d55_22,o,40
d55,d55_23,o,40
d57,d57_1,c,22
d57,d57_2,c,22
d57,d57_3,c,22
d57,d57_4,c,29
d57,d57_5,c,22
d57,d57_6,c,22
d57,d57_7,h,3
d57,d57_8,h,3
d57,d57_9,h,3
d57,d57_10,h,3
d57,d57_11,c,29
d57,d57_12,c,22
d57,d57_13,c,22
d57,d57_14,c,22
d57,d57_15,c,22
d57,d57_16,c,22
d57,d57_17,h,3
d57,d57_18,h,3
d57,d57_19,h,3
d57,d57_20,n,38
d57,d57_21,n,38
d57,d57_22,n,38
d57,d57_23,o,40
d57,d57_24,o,40
d57,d57_25,o,40
d57,d57_26,o,40
d57,d57_27,o,40
d57,d57_28,o,40
d59,d59_1,c,22
d59,d59_2,c,27
d59,d59_3,c,27
d59,d59_4,c,22
d59,d59_5,c,22
d59,d59_6,c,22
d59,d59_7,c,22
d59,d59_8,c,22
d59,d59_9,c,27
d59,d59_10,c,27
d59,d59_11,c,22
d59,d59_12,c,27
d59,d59_13,c,27
d59,d59_14,c,25
d59,d59_15,c,22
d59,d59_16,c,22
d59,d59_17,c,22
d59,d59_18,c,26
d59,d59_19,c,21
d59,d59_20,c,21
d59,d59_21,h,3
d59,d59_22,h,3
d59,d59_23,h,3
d59,d59_24,h,3
d59,d59_25,h,3
d59,d59_26,h,3
d59,d59_27,h,3
d59,d59_28,h,3
d59,d59_29,h,3
d59,d59_30,h,3
d59,d59_31,h,3
d59,d59_32,n,38
d59,d59_33,o,40
d59,d59_34,o,40
d6,d6_1,c,22
d6,d6_2,c,22
d6,d6_3,c,27
d6,d6_4,c,27
d6,d6_5,c,27
d6,d6_6,c,22
d6,d6_7,c,27
d6,d6_8,c,27
d6,d6_9,c,22
d6,d6_10,c,22
d6,d6_11,c,22
d6,d6_12,c,22
d6,d6_13,c,27
d6,d6_14,c,22
d6,d6_15,c,22
d6,d6_16,c,22
d6,d6_17,h,3
d6,d6_18,h,3
d6,d6_19,h,3
d6,d6_20,h,3
d6,d6_21,h,3
d6,d6_22,h,3
d6,d6_23,n,38
d6,d6_24,n,38
d6,d6_25,o,40
d6,d6_26,o,40
d6,d6_27,o,40
d6,d6_28,o,40
d6,d6_29,o,40
d6,d6_30,o,40
d6,d6_31,o,40
d6,d6_32,o,40
d6,d6_33,n,38
d6,d6_34,n,38
d60,d60_1,c,22
d60,d60_2,c,22
d60,d60_3,c,27
d60,d60_4,c,27
d60,d60_5,c,22
d60,d60_6,c,22
d60,d60_7,h,3
d60,d60_8,h,3
d60,d60_9,h,3
d60,d60_10,c,22
d60,d60_11,c,22
d60,d60_12,c,22
d60,d60_13,c,22
d60,d60_14,h,3
d60,d60_15,h,3
d60,d60_16,n,38
d60,d60_17,n,38
d60,d60_18,n,38
d60,d60_19,o,40
d60,d60_20,o,40
d60,d60_21,o,40
d60,d60_22,o,40
d60,d60_23,o,40
d60,d60_24,o,40
d61,d61_1,c,22
d61,d61_2,c,22
d61,d61_3,c,22
d61,d61_4,c,29
d61,d61_5,c,22
d61,d61_6,c,22
d61,d61_7,h,3
d61,d61_8,h,3
d61,d61_9,h,3
d61,d61_10,c,22
d61,d61_11,c,22
d61,d61_12,c,22
d61,d61_13,c,22
d61,d61_14,c,22
d61,d61_15,c,29
d61,d61_16,h,3
d61,d61_17,h,3
d61,d61_18,h,3
d61,d61_19,c,10
d61,d61_20,h,3
d61,d61_21,h,3
d61,d61_22,cl,93
d61,d61_23,n,38
d61,d61_24,o,40
d61,d61_25,o,40
d62,d62_1,c,22
d62,d62_2,c,22
d62,d62_3,c,22
d62,d62_4,c,22
d62,d62_5,c,22
d62,d62_6,c,22
d62,d62_7,h,3
d62,d62_8,h,3
d62,d62_9,h,3
d62,d62_10,o,45
d62,d62_11,h,8
d62,d62_12,n,32
d62,d62_13,n,38
d62,d62_14,o,40
d62,d62_15,o,40
d62,d62_16,h,1
d62,d62_17,h,1
d66,d66_1,c,22
d66,d66_2,c,22
d66,d66_3,c,22
d66,d66_4,c,29
d66,d66_5,c,22
d66,d66_6,c,22
d66,d66_7,h,3
d66,d66_8,h,3
d66,d66_9,h,3
d66,d66_10,h,3
d66,d66_11,c,29
d66,d66_12,c,22
d66,d66_13,c,22
d66,d66_14,c,22
d66,d66_15,c,22
d66,d66_16,c,22
d66,d66_17,h,3
d66,d66_18,h,3
d66,d66_19,h,3
d66,d66_20,h,3
d66,d66_21,n,32
d66,d66_22,n,38
d66,d66_23,o,40
d66,d66_24,o,40
d66,d66_25,h,1
d66,d66_26,h,1
d68,d68_1,c,22
d68,d68_2,c,22
d68,d68_3,c,27
d68,d68_4,c,27
d68,d68_5,c,22
d68,d68_6,c,22
d68,d68_7,h,3
d68,d68_8,h,3
d68,d68_9,h,3
d68,d68_10,h,3
d68,d68_11,c,22
d68,d68_12,c,27
d68,d68_13,c,195
d68,d68_14,c,195
d68,d68_15,h,3
d68,d68_16,c,22
d68,d68_17,c,22
d68,d68_18,c,27
d68,d68_19,c,27
d68,d68_20,h,3
d68,d68_21,h,3
d68,d68_22,c,27
d68,d68_23,c,22
d68,d68_24,c,22
d68,d68_25,h,3
d68,d68_26,h,3
d68,d68_27,c,22
d68,d68_28,c,22
d68,d68_29,c,22
d68,d68_30,h,3
d68,d68_31,h,3
d68,d68_32,n,38
d68,d68_33,o,40
d68,d68_34,o,40
d7,d7_1,c,22
d7,d7_2,c,22
d7,d7_3,c,22
d7,d7_4,c,29
d7,d7_5,c,22
d7,d7_6,c,22
d7,d7_7,h,3
d7,d7_8,h,3
d7,d7_9,h,3
d7,d7_10,h,3
d7,d7_11,h,3
d7,d7_12,c,29
d7,d7_13,c,22
d7,d7_14,c,22
d7,d7_15,c,22
d7,d7_16,c,22
d7,d7_17,c,22
d7,d7_18,h,3
d7,d7_19,h,3
d7,d7_20,h,3
d7,d7_21,c,10
d7,d7_22,h,3
d7,d7_23,h,3
d7,d7_24,h,3
d7,d7_25,n,38
d7,d7_26,o,40
d7,d7_27,o,40
d70,d70_1,c,22
d70,d70_2,c,22
d70,d70_3,c,22
d70,d70_4,c,22
d70,d70_5,c,22
d70,d70_6,c,22
d70,d70_7,h,3
d70,d70_8,h,3
d70,d70_9,h,3
d70,d70_10,n,32
d70,d70_11,c,14
d70,d70_12,c,14
d70,d70_13,o,40
d70,d70_14,o,40
d70,d70_15,h,1
d70,d70_16,n,38
d70,d70_17,o,40
d70,d70_18,o,40
d71,d71_1,c,22
d71,d71_2,c,22
d71,d71_3,c,27
d71,d71_4,c,27
d71,d71_5,c,27
d71,d71_6,c,22
d71,d71_7,c,22
d71,d71_8,c,22
d71,d71_9,c,27
d71,d71_10,c,27
d71,d71_11,c,27
d71,d71_12,c,22
d71,d71_13,c,22
d71,d71_14,c,22
d71,d71_15,c,22
d71,d71_16,c,22
d71,d71_17,c,10
d71,d71_18,c,10
d71,d71_19,c,10
d71,d71_20,c,10
d71,d71_21,n,38
d71,d71_22,n,38
d71,d71_23,o,40
d71,d71_24,o,40
d71,d71_25,o,40
d71,d71_26,o,40
d71,d71_27,h,3
d71,d71_28,h,3
d71,d71_29,h,3
d71,d71_30,h,3
d71,d71_31,h,3
d71,d71_32,h,3
d71,d71_33,h,3
d71,d71_34,h,3
d71,d71_35,h,3
d71,d71_36,h,3
d71,d71_37,h,3
d71,d71_38,h,3
d71,d71_39,h,3
d71,d71_40,h,3
d72,d72_1,c,22
d72,d72_2,c,22
d72,d72_3,c,22
d72,d72_4,c,29
d72,d72_5,c,22
d72,d72_6,c,22
d72,d72_7,h,3
d72,d72_8,h,3
d72,d72_9,h,3
d72,d72_10,h,3
d72,d72_11,c,22
d72,d72_12,c,22
d72,d72_13,c,22
d72,d72_14,c,22
d72,d72_15,c,22
d72,d72_16,c,29
d72,d72_17,h,3
d72,d72_18,h,3
d72,d72_19,h,3
d72,d72_20,c,10
d72,d72_21,h,3
d72,d72_22,h,3
d72,d72_23,n,38
d72,d72_24,o,40
d72,d72_25,o,40
d73,d73_1,c,22
d73,d73_2,c,22
d73,d73_3,c,22
d73,d73_4,c,29
d73,d73_5,c,22
d73,d73_6,c,22
d73,d73_7,h,3
d73,d73_8,h,3
d73,d73_9,h,3
d73,d73_10,h,3
d73,d73_11,c,29
d73,d73_12,c,22
d73,d73_13,c,22
d73,d73_14,c,22
d73,d73_15,c,22
d73,d73_16,c,22
d73,d73_17,h,3
d73,d73_18,h,3
d73,d73_19,h,3
d73,d73_20,h,3
d73,d73_21,n,32
d73,d73_22,n,38
d73,d73_23,o,40
d73,d73_24,o,40
d73,d73_25,h,1
d73,d73_26,h,1
d74,d74_1,c,22
d74,d74_2,c,22
d74,d74_3,c,27
d74,d74_4,c,27
d74,d74_5,c,28
d74,d74_6,c,22
d74,d74_7,h,3
d74,d74_8,h,3
d74,d74_9,h,3
d74,d74_10,c,22
d74,d74_11,c,22
d74,d74_12,c,22
d74,d74_13,c,29
d74,d74_14,h,3
d74,d74_15,h,3
d74,d74_16,h,3
d74,d74_17,c,28
d74,d74_18,c,28
d74,d74_19,c,22
d74,d74_20,c,27
d74,d74_21,c,27
d74,d74_22,c,22
d74,d74_23,h,3
d74,d74_24,h,3
d74,d74_25,c,22
d74,d74_26,c,22
d74,d74_27,c,22
d74,d74_28,c,22
d74,d74_29,h,3
d74,d74_30,h,3
d74,d74_31,h,3
d74,d74_32,n,38
d74,d74_33,o,40
d74,d74_34,o,40
d75,d75_1,c,22
d75,d75_2,c,22
d75,d75_3,c,22
d75,d75_4,c,29
d75,d75_5,c,22
d75,d75_6,c,22
d75,d75_7,h,3
d75,d75_8,h,3
d75,d75_9,h,3
d75,d75_10,h,3
d75,d75_11,c,29
d75,d75_12,c,22
d75,d75_13,c,22
d75,d75_14,c,22
d75,d75_15,c,22
d75,d75_16,c,22
d75,d75_17,h,3
d75,d75_18,h,3
d75,d75_19,h,3
d75,d75_20,h,3
d75,d75_21,n,38
d75,d75_22,n,38
d75,d75_23,o,40
d75,d75_24,o,40
d75,d75_25,o,40
d75,d75_26,o,40
d76,d76_1,c,22
d76,d76_2,c,22
d76,d76_3,c,22
d76,d76_4,c,22
d76,d76_5,c,22
d76,d76_6,c,22
d76,d76_7,h,3
d76,d76_8,h,3
d76,d76_9,h,3
d76,d76_10,h,3
d76,d76_11,n,38
d76,d76_12,cl,93
d76,d76_13,o,40
d76,d76_14,o,40
d78,d78_1,c,22
d78,d78_2,c,22
d78,d78_3,c,22
d78,d78_4,c,29
d78,d78_5,c,22
d78,d78_6,c,22
d78,d78_7,h,3
d78,d78_8,h,3
d78,d78_9,h,3
d78,d78_10,h,3
d78,d78_11,c,29
d78,d78_12,c,22
d78,d78_13,c,22
d78,d78_14,c,22
d78,d78_15,c,22
d78,d78_16,c,22
d78,d78_17,h,3
d78,d78_18,h,3
d78,d78_19,h,3
d78,d78_20,h,3
d78,d78_21,c,10
d78,d78_22,h,3
d78,d78_23,h,3
d78,d78_24,h,3
d78,d78_25,n,38
d78,d78_26,o,40
d78,d78_27,o,40
d79,d79_1,c,22
d79,d79_2,c,22
d79,d79_3,c,22
d79,d79_4,c,22
d79,d79_5,c,22
d79,d79_6,c,22
d79,d79_7,h,3
d79,d79_8,h,3
d79,d79_9,h,3
d79,d79_10,h,3
d79,d79_11,c,22
d79,d79_12,c,22
d79,d79_13,c,22
d79,d79_14,c,22
d79,d79_15,c,22
d79,d79_16,c,22
d79,d79_17,h,3
d79,d79_18,h,3
d79,d79_19,h,3
d79,d79_20,o,50
d79,d79_21,o,50
d79,d79_22,n,38
d79,d79_23,o,40
d79,d79_24,o,40
d8,d8_1,c,22
d8,d8_2,c,22
d8,d8_3,c,22
d8,d8_4,c,29
d8,d8_5,c,22
d8,d8_6,c,22
d8,d8_7,c,22
d8,d8_8,c,22
d8,d8_9,c,22
d8,d8_10,c,22
d8,d8_11,c,22
d8,d8_12,c,29
d8,d8_13,c,10
d8,d8_14,n,38
d8,d8_15,o,40
d8,d8_16,o,40
d8,d8_17,h,3
d8,d8_18,h,3
d8,d8_19,h,3
d8,d8_20,h,3
d8,d8_21,h,3
d8,d8_22,h,3
d8,d8_23,h,3
d8,d8_24,h,3
d8,d8_25,o,49
d8,d8_26,c,14
d8,d8_27,c,10
d8,d8_28,h,3
d8,d8_29,h,3
d8,d8_30,h,3
d8,d8_31,o,51
d80,d80_1,c,22
d80,d80_2,c,22
d80,d80_3,c,27
d80,d80_4,c,27
d80,d80_5,c,28
d80,d80_6,c,22
d80,d80_7,h,3
d80,d80_8,h,3
d80,d80_9,h,3
d80,d80_10,c,22
d80,d80_11,c,22
d80,d80_12,c,22
d80,d80_13,c,29
d80,d80_14,h,3
d80,d80_15,h,3
d80,d80_16,h,3
d80,d80_17,c,28
d80,d80_18,c,28
d80,d80_19,c,22
d80,d80_20,c,22
d80,d80_21,c,22
d80,d80_22,c,22
d80,d80_23,h,3
d80,d80_24,h,3
d80,d80_25,h,3
d80,d80_26,n,38
d80,d80_27,o,40
d80,d80_28,o,40
d81,d81_1,c,22
d81,d81_2,c,22
d81,d81_3,c,22
d81,d81_4,c,22
d81,d81_5,c,22
d81,d81_6,c,22
d81,d81_7,h,3
d81,d81_8,h,3
d81,d81_9,h,3
d81,d81_10,h,3
d81,d81_11,n,38
d81,d81_12,n,38
d81,d81_13,o,40
d81,d81_14,o,40
d81,d81_15,o,40
d81,d81_16,o,40
d82,d82_1,c,22
d82,d82_2,c,22
d82,d82_3,c,27
d82,d82_4,c,27
d82,d82_5,c,28
d82,d82_6,c,22
d82,d82_7,h,3
d82,d82_8,h,3
d82,d82_9,c,22
d82,d82_10,c,22
d82,d82_11,c,22
d82,d82_12,c,29
d82,d82_13,h,3
d82,d82_14,c,28
d82,d82_15,c,28
d82,d82_16,c,22
d82,d82_17,c,22
d82,d82_18,c,22
d82,d82_19,c,22
d82,d82_20,h,3
d82,d82_21,h,3
d82,d82_22,h,3
d82,d82_23,h,3
d82,d82_24,n,38
d82,d82_25,n,38
d82,d82_26,n,38
d82,d82_27,o,40
d82,d82_28,o,40
d82,d82_29,o,40
d82,d82_30,o,40
d82,d82_31,o,40
d82,d82_32,o,40
d83,d83_1,c,22
d83,d83_2,c,22
d83,d83_3,c,26
d83,d83_4,c,26
d83,d83_5,c,22
d83,d83_6,c,22
d83,d83_7,c,26
d83,d83_8,c,22
d83,d83_9,c,22
d83,d83_10,c,22
d83,d83_11,c,22
d83,d83_12,c,26
d83,d83_13,n,34
d83,d83_14,n,38
d83,d83_15,o,40
d83,d83_16,o,40
